path,orig,res,norm_orig,norm_res,status,denorm_res,word_diff
1805,vill du överföra fyrahundra trettiotre kronor och sextionio öre från konto tjugonio fyrahundra femtiotvå streck trehundra åttiofem till ditt sparkonto,Vill du överföra 433 kronor och 69 öre från konto 29 452-385 till ditt sparkonto?,vill du överföra fyrahundra trettiotre kronor och sextionio öre från konto tjugonio fyrahundra femtiotvå streck trehundra åttiofem till ditt sparkonto,vill du överföra fyrahundratrettiotre kronor och sextionio öre från konto tjugonio fyrahundrafemtiotvåtrehundraåttiofem till ditt sparkonto,hard_mismatch,Vill du överföra fyrahundratrettiotre kronor och sextionio öre från konto tjugonio fyrahundrafemtiotvå-trehundraåttiofem till ditt sparkonto?,7
4281,bostadsutskottet tillstyrker regeringens förslag till anslag i budgetpropositionen,Men vad gäller frågan om bostadsbidragen gör utskottet två till kännagivanden med anledning av motionsförslag.,bostadsutskottet tillstyrker regeringens förslag till anslag i budgetpropositionen,men vad gäller frågan om bostadsbidragen gör utskottet två till kännagivanden med anledning av motionsförslag,hard_mismatch,Men vad gäller frågan om bostadsbidragen gör utskottet två till kännagivanden med anledning av motionsförslag.,14
4541,konflikten i njakafjäll handlar inte bara om allmänningen och att de inte kan bedriva sin verksamhet,Konflikten har större effekter än så.,konflikten i njakafjäll handlar inte bara om allmänningen och att de inte kan bedriva sin verksamhet,konflikten har större effekter än så,hard_mismatch,Konflikten har större effekter än så.,15
1711,niohundra tjugonio kronor och tjugoett öre har förts över från ditt lönekonto till konto sjutton tjugo femtio fyrtionio åttahundra trettio,"929 kronor och 21 öre har förts över från ditt lönekonto till konto 17, 20, 50, 49, 830.",niohundra tjugonio kronor och tjugoett öre har förts över från ditt lönekonto till konto sjutton tjugo femtio fyrtionio åttahundra trettio,niohundratjugonio kronor och tjugoett öre har förts över från ditt lönekonto till konto sjutton tjugo femtio fyrtionio åttahundratrettio,hard_mismatch,"niohundratjugonio kronor och tjugoett öre har förts över från ditt lönekonto till konto sjutton, tjugo, femtio, fyrtionio, åttahundratrettio.",4
4715,florida för en kort tid sedan,Åtminstone i dagsläget.,florida för en kort tid sedan,åtminstone i dagsläget,hard_mismatch,Åtminstone i dagsläget.,6
4907,även cap gemini hoppas på en ökning av omsättningen i usa,PHS används i ett begränsat antal länder förutom Japan.,även cap gemini hoppas på en ökning av omsättningen i usa,phs används i ett begränsat antal länder förutom japan,hard_mismatch,PHS används i ett begränsat antal länder förutom Japan.,11
4844,fast jag har inte hört talas om något sådant,Mikrodatorn har testat åtta modeller.,fast jag har inte hört talas om något sådant,mikrodatorn har testat åtta modeller,hard_mismatch,Mikrodatorn har testat åtta modeller.,8
4624,rita och berätta hur du tycker att kärnkraftsindustrin ska märka ett lager för kärnavfall så att framtidsmänniskan förstår vad det handlar om,Avfallet från den svenska kärnkraftverken kommer att vara livsfarligt i över 100 000 år.,rita och berätta hur du tycker att kärnkraftsindustrin ska märka ett lager för kärnavfall så att framtidsmänniskan förstår vad det handlar om,avfallet från den svenska kärnkraftverken kommer att vara livsfarligt i över etthundra noll år,hard_mismatch,Avfallet från den svenska kärnkraftverken kommer att vara livsfarligt i över etthundra noll år.,21
4478,och se till att deras frågor och angelägenheter bildar utgångspunkten i samhället,Samhället måste återigen kunna byggas underifrån genom att förankra makten underifrån.,och se till att deras frågor och angelägenheter bildar utgångspunkten i samhället,samhället måste återigen kunna byggas underifrån genom att förankra makten underifrån,hard_mismatch,Samhället måste återigen kunna byggas underifrån genom att förankra makten underifrån.,12
5245,han fångade vardagliga skojiga spännande ögonblick ur ett liv som de flesta amerikaner känner igen,"Vi får se kungen som barn, scout, monark, bandispelare och jägare.",han fångade vardagliga skojiga spännande ögonblick ur ett liv som de flesta amerikaner känner igen,vi får se kungen som barn scout monark bandispelare och jägare,hard_mismatch,"Vi får se kungen som barn, scout, monark, bandispelare och jägare.",15
5241,det hålls upprorsmöten demonstrationer debatter idéverkstäder,"Symptom på den första smittan är feber, halsont, ljusskygghet, illamående, led och muskelvärk, utslag eller diarreer.",det hålls upprorsmöten demonstrationer debatter idéverkstäder,symptom på den första smittan är feber halsont ljusskygghet illamående led och muskelvärk utslag eller diarreer,hard_mismatch,"Symptom på den första smittan är feber, halsont, ljusskygghet, illamående, led och muskelvärk, utslag eller diarreer.",16
4864,frankrike under sitt besök i stockholm,Men Bill Gates största bekymmer är ändå företagets aktiekurs.,frankrike under sitt besök i stockholm,men bill gates största bekymmer är ändå företagets aktiekurs,hard_mismatch,Men Bill Gates största bekymmer är ändå företagets aktiekurs.,9
4225,detta är några skäl som har förekommit i debatten om fastighetsskatten,Fastighetsskatten i förening med förmögenhetsskatten är högst i världen.,detta är några skäl som har förekommit i debatten om fastighetsskatten,fastighetsskatten i förening med förmögenhetsskatten är högst i världen,hard_mismatch,Fastighetsskatten i förening med förmögenhetsskatten är högst i världen.,10
1431,svartabörshajarna hade en tuff kväll i går,Svarta börshajarna hade en tuff kväll igår.,svartabörshajarna hade en tuff kväll i går,svarta börshajarna hade en tuff kväll igår,hard_mismatch,Svarta börshajarna hade en tuff kväll igår.,4
4991,det finns flera gemensamma nämnare i de olika gemensamma projekten,På ett eller annat sätt är alla beroende av utländsk valuta.,det finns flera gemensamma nämnare i de olika gemensamma projekten,på ett eller annat sätt är alla beroende av utländsk valuta,hard_mismatch,På ett eller annat sätt är alla beroende av utländsk valuta.,11
5030,ett område som östman inte alls nämner är exempelvis marknadsföring,Karlsson blev besviken.,ett område som östman inte alls nämner är exempelvis marknadsföring,karlsson blev besviken,hard_mismatch,Karlsson blev besviken.,10
1006,nymfparakiten är ett flockdjur med rikt socialt beteende,Nymfparakeiten är ett flock djur med rikt socialt beteende.,nymfparakiten är ett flockdjur med rikt socialt beteende,nymfparakeiten är ett flock djur med rikt socialt beteende,hard_mismatch,Nymfparakeiten är ett flock djur med rikt socialt beteende.,3
4918,dessutom kan personens datorutrustning tas i beslag,Netscape Navigator också kan få den förinstallerad.,dessutom kan personens datorutrustning tas i beslag,netscape navigator också kan få den förinstallerad,hard_mismatch,Netscape Navigator också kan få den förinstallerad.,7
4693,kommunalmedlemmarna kan välja mellan tre olika paket,Enligt Standish Group misslyckas projekten på många andra sätt.,kommunalmedlemmarna kan välja mellan tre olika paket,enligt standish group misslyckas projekten på många andra sätt,hard_mismatch,Enligt Standish Group misslyckas projekten på många andra sätt.,9
4625,avfallet från de svenska kärnkraftverken kommer att vara livsfarligt i över hundra tusen år,Detta är en obegripligt lång tid och vi har ingen möjlighet att ens gissa hur världen ser ut då.,avfallet från de svenska kärnkraftverken kommer att vara livsfarligt i över hundra tusen år,detta är en obegripligt lång tid och vi har ingen möjlighet att ens gissa hur världen ser ut då,hard_mismatch,Detta är en obegripligt lång tid och vi har ingen möjlighet att ens gissa hur världen ser ut då.,18
4253,vi moderater hävdar att kärnfamiljen är samhällets fundament,Mot denna bakgrund anser vi inte att homosexuella ska ha rätt att adoptera.,vi moderater hävdar att kärnfamiljen är samhällets fundament,mot denna bakgrund anser vi inte att homosexuella ska ha rätt att adoptera,hard_mismatch,Mot denna bakgrund anser vi inte att homosexuella ska ha rätt att adoptera.,12
4900,enligt idc sker snabba förändringar i hur företagen ger support,Verkstadsindustrier i Stockholm,enligt idc sker snabba förändringar i hur företagen ger support,verkstadsindustrier i stockholm,hard_mismatch,Verkstadsindustrier i Stockholm,9
5268,gäller resa med tåg spårvagn buss flyg och färjor,"Ät mycket färsk frukt och grönsaker, fullkornsbröd, ris, pasta, fisk och kyckling.",gäller resa med tåg spårvagn buss flyg och färjor,ät mycket färsk frukt och grönsaker fullkornsbröd ris pasta fisk och kyckling,hard_mismatch,"Ät mycket färsk frukt och grönsaker, fullkornsbröd, ris, pasta, fisk och kyckling.",11
5216,hennes och mauritz gör tummen upp för julhandeln så här långt,Företagarnas riksorganisation,hennes och mauritz gör tummen upp för julhandeln så här långt,företagarnas riksorganisation,hard_mismatch,Företagarnas riksorganisation,11
4319,en stor urdrucken flaska veteöl tronar stilmedvetet med ett ölglas vid sin sida,Glaset har en limeklyfta i sin botten.,en stor urdrucken flaska veteöl tronar stilmedvetet med ett ölglas vid sin sida,glaset har en limeklyfta i sin botten,hard_mismatch,Glaset har en limeklyfta i sin botten.,12
5010,något kunderna däremot inte uppskattar är om leveranserna dröjer,Bengt Nilsson och sveper med handen mot flygplanet.,något kunderna däremot inte uppskattar är om leveranserna dröjer,bengt nilsson och sveper med handen mot flygplanet,hard_mismatch,Bengt Nilsson och sveper med handen mot flygplanet.,9
4865,men bill gates största bekymmer är ändå företagets aktiekurs,"Compaq, enligt en brittisk talesman för företaget.",men bill gates största bekymmer är ändå företagets aktiekurs,compaq enligt en brittisk talesman för företaget,hard_mismatch,"Compaq, enligt en brittisk talesman för företaget.",9
1918,de sjuhundra fyrtiosju foulerna skakade friidrottarna,Det är 747 faulorna skakade fridrottarna.,de sjuhundra fyrtiosju foulerna skakade friidrottarna,det är sjuhundrafyrtiosju faulorna skakade fridrottarna,hard_mismatch,Det är sjuhundrafyrtiosju faulorna skakade fridrottarna.,5
3281,duken fick glida framåt tills den snuddade vid mina ögonbryn och sedan vek jag den skickligt vid de yttre ögonvrårna så att den slöt tätt till om pannan,Duken fick glida framåt tills den snuddade vid mina ögonbryn och sedan vekade den skickligt vid de yttre ögonvråna så att den slöt tätt till om pannan.,duken fick glida framåt tills den snuddade vid mina ögonbryn och sedan vek jag den skickligt vid de yttre ögonvrårna så att den slöt tätt till om pannan,duken fick glida framåt tills den snuddade vid mina ögonbryn och sedan vekade den skickligt vid de yttre ögonvråna så att den slöt tätt till om pannan,hard_mismatch,Duken fick glida framåt tills den snuddade vid mina ögonbryn och sedan vekade den skickligt vid de yttre ögonvråna så att den slöt tätt till om pannan.,3
5114,atm i telefonjacket,Acceptera förstudier för långsiktig forskning.,atm i telefonjacket,acceptera förstudier för långsiktig forskning,hard_mismatch,Acceptera förstudier för långsiktig forskning.,5
4294,de som har replik får ordet efter partiernas storlek,Kriterierna är inte formellt fastställda utan är förslag som kan prövas och vara ett stöd vid bedömningen av elevernas kunskaper.,de som har replik får ordet efter partiernas storlek,kriterierna är inte formellt fastställda utan är förslag som kan prövas och vara ett stöd vid bedömningen av elevernas kunskaper,hard_mismatch,Kriterierna är inte formellt fastställda utan är förslag som kan prövas och vara ett stöd vid bedömningen av elevernas kunskaper.,19
5253,litteratur musikband glass rubbet för hela avdelningen berättar ingvar,"Nu är hon hemma i Stockholm, nyopererad, gipsad, omgiven av blombuketter och full av hopp.",litteratur musikband glass rubbet för hela avdelningen berättar ingvar,nu är hon hemma i stockholm nyopererad gipsad omgiven av blombuketter och full av hopp,hard_mismatch,"Nu är hon hemma i Stockholm, nyopererad, gipsad, omgiven av blombuketter och full av hopp.",15
